,X,Y
0,0.0,-0.0743945899462516
1,0.01,-0.168457250117333
2,0.018326397793863285,-0.4967696873829803
3,0.03187479762559624,-0.11328573587318373
4,0.03272884586378973,0.8870868578864631
5,0.03598302735645464,-0.026828298088221104
6,0.07474620755905703,0.26897308105564866
7,0.0035185130673417164,-0.3732427154813873
8,0.006923386910695512,0.2514050767743388
9,0.0196021957861756,-0.05237184218974518
10,0.013879869755578974,0.02482024368107401
11,0.017465674491211974,-0.16544528328930325
12,0.0538488726205567,-0.23655177563677937
13,0.13823752921527074,0.251105216024318
14,0.35284314002900813,0.28293951334096706
15,-0.3535375237374573,-0.5703384998896902
16,-0.22718300941086544,-0.3552292127936181
17,0.31930003257180334,0.3706833771394473
18,0.21612236079997235,0.48005598438921604
19,0.4209872657921516,0.2821106516049896
20,-0.4021701776438403,-0.2969354244058462
21,-0.42501034254834263,-0.23942588983657861
22,-0.5276055517343099,-1.1309102269167042
23,-0.9561058515798206,-0.5615879460511628
24,0.3113247585779124,0.2732156971190587
25,0.3414560707411408,0.4724285815352595
26,0.4976558492772214,0.1344996613396987
27,0.36631082746008725,0.40278515261560377
28,0.13393913658152176,0.1670161063224206
29,0.17507834079501472,0.28496608917080296
30,0.15387613915972803,0.55482319528176
31,0.34429447289528925,0.5097072719548157
32,0.6007289300036941,0.2868026646055273
33,0.5563204178363242,0.6857914090220615
34,0.28944420488888256,0.3417338221152476
35,0.21488790667268065,0.6051386208118039
36,0.18025668676098341,0.3333321817192529
37,0.670634644235894,0.48389476265975306
38,0.5357645661986669,0.8859663265526572
39,0.6640352701684216,0.5767983621141382
40,-1.0883244171665147,-0.4534694367872335
41,-0.2030621137875086,0.19988788222414444
42,-0.45825444282254074,-0.39176943362680294
43,-0.221881269975679,-0.3664751834779911
44,0.09377126667154798,0.03860877613633863
45,0.16756980403415334,0.3345833986396073
46,0.2799933856409599,0.24751015678473318
47,0.13042009654937975,0.46202106680040617
48,0.27405129300041414,0.21151529258767116
49,0.5248404130780066,1.0281161376023151
50,-0.26363213654383233,0.06783850357239468
51,-0.43775824283737286,-0.6390141956046165
52,-1.1020170757279917,-1.249091462451752
53,-2.901424092201742,-2.7323503261213973
54,-6.6129766278003075,-6.610664150154861
55,0.7645513351522988,1.4343721280610364
56,0.8486781505616333,0.45874026891960973
57,1.2000277324528095,0.6381359677690983
58,1.71044861913118,2.455998179171945
59,0.5077460807405971,1.0254369344757785
60,1.3206909060463352,1.2420327728504184
61,0.8915472962989623,0.6993435764490943
62,1.0013376452369496,1.1097479085258137
63,-0.3245476071659903,-0.346628530504876
64,-1.049140281794184,-1.0533058227018177
65,-1.1066528556699204,-0.753249350139952
66,-1.377087304468725,-1.364017717041598
67,-0.04323358756200735,-0.8723908917444613
68,-0.09000769505388671,-0.0680722519019042
69,-0.17882893159889546,0.1060152372151395
70,-0.10742580043229882,-0.18237817444170934
71,-0.08829958775212486,0.2142977840928319
72,-0.22451977596271508,-0.054337881989184045
73,-0.05257893799729138,0.15422553426774438
74,-0.14851636397110918,-0.10443478018369419
75,0.0023020043300872317,0.3026900932032446
76,0.013031626612345347,-0.16461323284535972
77,0.02260769575455282,0.25659236876480823
78,0.03818161514216027,0.2513733213654132
79,0.01654531267105378,-0.19201094309890282
80,0.055489618109960726,-0.12740568283536563
81,0.039315508191644165,0.20475840282712227
82,0.02214695572053116,0.11001886043988375
83,0.05714109049413533,-0.16539644597189868
84,0.054828343572104546,-0.099133688007061
85,0.0032057048602506105,-0.14857561916339607
86,0.014366238428597963,0.0014973102092327717
87,0.024531336036121478,-0.2814611848413143
88,0.015564028339079522,0.26877285137780005
89,0.034734057143952474,0.31514281689936663
90,0.045793537686217266,-0.07257992482714656
91,-0.05219691708435106,0.09576784421382284
92,0.0222480743645872,0.08017597038216574
93,0.016418368066231103,-0.02248785429963115
94,0.00906341854685784,-0.3046571614260194
95,0.03362619021838292,0.12738412118780063
96,-0.02590232899509084,0.36628185512858746
97,-0.04636716379690183,-0.1846872192983274
98,-0.03891508727947479,-0.006249462759771222
99,-0.030697947944165603,0.31845031437861115
